id, created_time, status_type,link, likes, shares, comments
124955570892789_1012150932173244, 2016-03-25T13:23:28+0000, added_photos, https://www.facebook.com/berniesanders/photos/a.324119347643076.89553.124955570892789/1012150932173244/?type=3,6234, 877, 356
124955570892789_1011711305550540, 2016-03-25T10:29:00+0000, shared_story, http://vote.berniesanders.com/NY,3002, 1, 303
124955570892789_1011719042216433, 2016-03-25T03:54:00+0000, shared_story, https://www.facebook.com/berniesanders/videos/925757774145894/,46955, 8, 1910
124955570892789_1011588738896130, 2016-03-25T00:12:00+0000, added_video, https://www.facebook.com/berniesanders/videos/1011588738896130/,20830, 10128, 802
124955570892789_1011311178923886, 2016-03-24T20:11:00+0000, added_photos, https://www.facebook.com/berniesanders/photos/a.324119347643076.89553.124955570892789/1011311178923886/?type=3,28726, 6065, 872
124955570892789_1011190262269311, 2016-03-24T16:48:00+0000, shared_story, https://go.berniesanders.com/page/s/reinstatethevotingrightsact?source=fb160324,36291, 6185, 1272
124955570892789_1011114628943541, 2016-03-24T13:54:15+0000, added_photos, https://www.facebook.com/berniesanders/photos/a.324119347643076.89553.124955570892789/1011114628943541/?type=3,38948, 5391, 953
124955570892789_1010673468987657, 2016-03-24T04:57:00+0000, shared_story, https://www.facebook.com/PacificStatesforBernie/photos/a.1485246801805420.1073741830.1480994248897342/1551821168481316/?type=3,24375, 1, 435
124955570892789_1010612122327125, 2016-03-24T02:12:00+0000, added_video, https://www.facebook.com/berniesanders/videos/1010612122327125/,78344, 21229, 3526
124955570892789_1010502885671382, 2016-03-23T23:28:00+0000, added_photos, https://www.facebook.com/berniesanders/photos/a.324119347643076.89553.124955570892789/1010502885671382/?type=3,53206, 9710, 1112
124955570892789_1010370985684572, 2016-03-23T20:27:00+0000, shared_story, https://go.berniesanders.com/page/signup/videosubmit?source=fb160323,3129, 459, 401
124955570892789_1010176689037335, 2016-03-23T16:54:00+0000, added_photos, https://www.facebook.com/berniesanders/photos/a.324119347643076.89553.124955570892789/1010176689037335/?type=3,33941, 5691, 1063
124955570892789_1010164712371866, 2016-03-23T15:01:20+0000, shared_story, https://berniesanders.com/issues/empowertribalnations/,28971, 3326, 744
124955570892789_1009820322406305, 2016-03-23T06:52:03+0000, added_photos, https://www.facebook.com/berniesanders/photos/a.324119347643076.89553.124955570892789/1009820165739654/?type=3,173442, 22013, 4194
124955570892789_1009490115772659, 2016-03-23T00:16:49+0000, shared_story, https://www.facebook.com/WesternStatesforBernie/photos/a.171263533222772.1073741830.169433643405761/231784307170694/?type=3,7464, null, 967
124955570892789_1009404325781238, 2016-03-22T22:06:34+0000, added_photos, https://www.facebook.com/berniesanders/photos/a.324119347643076.89553.124955570892789/1009404325781238/?type=3,4904, 1209, 440
124955570892789_1009256912462646, 2016-03-22T19:17:44+0000, added_video, https://www.facebook.com/berniesanders/videos/1009256912462646/,34238, 6172, 1736
124955570892789_1009131932475144, 2016-03-22T17:12:00+0000, shared_story, https://votetracker.berniesanders.com/report/AZ/,2169, 464, 369
124955570892789_1009127215808949, 2016-03-22T15:50:48+0000, added_photos, https://www.facebook.com/berniesanders/photos/a.324119347643076.89553.124955570892789/1009125505809120/?type=3,8171, 2810, 474
124955570892789_1008626699192334, 2016-03-22T05:28:00+0000, shared_story, https://www.facebook.com/WesternStatesforBernie/photos/a.171263533222772.1073741830.169433643405761/231100403905751/?type=3,18229, null, 745
124955570892789_1008605799194424, 2016-03-22T03:43:05+0000, shared_story, http://www.telesurtv.net/english/news/PuertoRicoStudentsShutdownUniversityoverAusterityCuts201603170004.html,17907, 3692, 694
124955570892789_1008511279203876, 2016-03-22T01:41:51+0000, shared_story, https://go.berniesanders.com/page/signup/videosubmit?source=fb160321,6405, 953, 566
124955570892789_1008251949229809, 2016-03-22T01:03:00+0000, shared_story, https://berniesanders.com/35000rallyberniewashingtonstate/?utmsource=facebookutmmedium=postutmcampaign=fb160321,63478, null, 1320
124955570892789_1008304532557884, 2016-03-21T20:09:03+0000, shared_story, https://www.facebook.com/WesternStatesforBernie/photos/a.171263533222772.1073741830.169433643405761/230844907264634/?type=3,58179, 10, 1359
124955570892789_1008128129242191, 2016-03-21T16:11:00+0000, added_photos, https://www.facebook.com/berniesanders/photos/a.324119347643076.89553.124955570892789/1008128129242191/?type=3,108691, 27728, 2919
124955570892789_1008064312581906, 2016-03-21T13:58:37+0000, shared_story, https://go.berniesanders.com/page/s/fightracismxenophobia?source=fb160321,33749, 4239, 1432
124955570892789_1007752162613121, 2016-03-21T03:51:03+0000, added_photos, https://www.facebook.com/berniesanders/photos/a.324119347643076.89553.124955570892789/1007752162613121/?type=3,53405, 6246, 1420
124955570892789_1007564745965196, 2016-03-21T02:58:00+0000, shared_story, http://www.nbcnews.com/politics/2016election/berniesanderscallsimmigrationreformduringusmexicobordern542091,42601, 4003, 824
124955570892789_1007213656000305, 2016-03-21T01:41:00+0000, shared_story, https://www.facebook.com/WesternStatesforBernie/videos/230003727348752/,24967, 2, 722
124955570892789_1007194686002202, 2016-03-20T22:37:00+0000, added_photos, https://www.facebook.com/berniesanders/photos/a.324119347643076.89553.124955570892789/1007194686002202/?type=3,35699, 6961, 952
124955570892789_1007438635977807, 2016-03-20T19:16:29+0000, shared_story, http://berniesanders.com/ByThePeople,23850, 2998, 664
124955570892789_1007205486001122, 2016-03-20T16:02:00+0000, added_video, https://www.facebook.com/berniesanders/videos/1007205486001122/,68503, 22404, 2070
124955570892789_1007193819335622, 2016-03-20T13:04:33+0000, added_photos, https://www.facebook.com/berniesanders/photos/a.324119347643076.89553.124955570892789/1007192826002388/?type=3,23226, 9280, 739
124955570892789_1006871656034505, 2016-03-20T00:55:55+0000, added_video, https://www.facebook.com/berniesanders/videos/1006871656034505/,13124, 3735, 649
124955570892789_1006674076054263, 2016-03-19T21:24:00+0000, added_photos, https://www.facebook.com/berniesanders/photos/a.324119347643076.89553.124955570892789/1006673312721006/?type=3,137182, 26846, 4160
124955570892789_1006644709390533, 2016-03-19T18:22:53+0000, shared_story, http://berniesanders.com/OfThePeople,12595, 2564, 678
124955570892789_1005667606154910, 2016-03-19T15:25:00+0000, added_photos, https://www.facebook.com/berniesanders/photos/a.324119347643076.89553.124955570892789/1005667606154910/?type=3,10645, 1725, 492
124955570892789_1006189039436100, 2016-03-19T12:43:00+0000, shared_story, https://go.berniesanders.com/page/s/pfizermustpaytaxes?source=fb160319,36453, 5573, 980
