id, created_time, status_type,link, likes, shares, comments
77590795932_10153292094015933, 2016-03-11T02:47:07+0000, added_video, https://www.facebook.com/JohnKasich/videos/10153292094015933/,1700, 269, 242
77590795932_10153291860480933, 2016-03-11T01:51:56+0000, added_video, https://www.facebook.com/JohnKasich/videos/10153291860480933/,2394, 231, 175
77590795932_10153291089335933, 2016-03-10T21:57:39+0000, shared_story, http://www.publicpolicypolling.com/main/2016/03/likelyportmanstricklandracestartsastossup.html#more,6390, 1301, 553
77590795932_10153290957345933, 2016-03-10T20:37:23+0000, added_video, https://www.facebook.com/JohnKasich/videos/10153290957345933/,1997, 469, 207
77590795932_10153290596120933, 2016-03-10T18:07:26+0000, added_photos, https://www.facebook.com/JohnKasich/photos/a.10150241036600933.328337.77590795932/10153290596120933/?type=3,2130, 326, 214
77590795932_10153290071380933, 2016-03-10T14:52:07+0000, added_video, https://www.facebook.com/JohnKasich/videos/10153290071380933/,4129, 1575, 455
77590795932_10153290028980933, 2016-03-10T12:44:37+0000, shared_story, http://www.cleveland.com/opinion/index.ssf/2016/03/johnkasichforpresidentint.html,5105, 454, 396
77590795932_10153289075870933, 2016-03-10T02:27:25+0000, added_photos, https://www.facebook.com/JohnKasich/photos/a.10150241036600933.328337.77590795932/10153289075870933/?type=3,10521, 4797, 767
77590795932_10153288947855933, 2016-03-10T00:43:35+0000, shared_story, https://www.facebook.com/FoxNews/videos/10154118087516336/,2116, null, 240
77590795932_10153288799130933, 2016-03-09T23:19:12+0000, added_photos, https://www.facebook.com/JohnKasich/photos/a.10150241036600933.328337.77590795932/10153288799130933/?type=3,9556, 1782, 842
77590795932_10153288601755933, 2016-03-09T22:05:47+0000, added_photos, https://www.facebook.com/JohnKasich/photos/a.10150241036600933.328337.77590795932/10153288601175933/?type=3,3580, 202, 205
77590795932_10153288517435933, 2016-03-09T21:09:51+0000, added_photos, https://www.facebook.com/JohnKasich/photos/a.10150241036600933.328337.77590795932/10153288517435933/?type=3,2535, 541, 165
77590795932_10153288471165933, 2016-03-09T20:45:45+0000, added_video, https://www.facebook.com/JohnKasich/videos/10153288471165933/,2928, 511, 214
77590795932_10153288363495933, 2016-03-09T19:30:32+0000, shared_story, http://www.wcpo.com/money/localbusinessnews/amazonconfirmsplanstobuildanaircargonetworkinwilmington,2164, 377, 120
77590795932_10153288191860933, 2016-03-09T17:55:29+0000, added_video, https://www.facebook.com/JohnKasich/videos/10153288191860933/,3723, 420, 282
77590795932_10153287969410933, 2016-03-09T16:40:00+0000, added_video, https://www.facebook.com/JohnKasich/videos/10153287969410933/,2607, 466, 258
77590795932_10153287763925933, 2016-03-09T14:41:34+0000, shared_story, https://www.facebook.com/JohnKasich/videos/10153285698035933/,2325, null, 196
77590795932_10153286823615933, 2016-03-09T03:44:58+0000, added_video, https://www.facebook.com/JohnKasich/videos/10153286823615933/,5810, 779, 625
77590795932_10153286764420933, 2016-03-09T02:55:22+0000, added_video, https://www.facebook.com/JohnKasich/videos/10153286764420933/,1891, 143, 290
77590795932_10153286727365933, 2016-03-09T02:25:42+0000, shared_story, http://johnkasich.com/MiamiDebate,247, 27, 102
77590795932_10153286614065933, 2016-03-09T01:24:27+0000, added_video, https://www.facebook.com/JohnKasich/videos/10153286614065933/,1437, 168, 160
77590795932_10153286472365933, 2016-03-08T23:42:11+0000, added_photos, https://www.facebook.com/JohnKasich/photos/a.10150241036600933.328337.77590795932/10153286472365933/?type=3,6256, 1248, 493
